RoadType,SpeedLimit,NodeID,x,y
footway,No data,7695014627,24.932237,60.1652532
footway,No data,298368071,24.932061,60.1651906
footway,No data,7698592798,24.9322454,60.1651556
tertiary,30,7690696527,24.9325727,60.1648282
footway,No data,7608623718,24.9317209,60.1650688
residential,30,1297403628,24.9314668,60.1650468
footway,No data,7701520595,24.9331918,60.1671422
footway,No data,298372080,24.9338304,60.1667115
footway,No data,7701520597,24.9346434,60.1670465
footway,No data,298372055,24.9333689,60.1657843
footway,No data,7702074844,24.9332408,60.1657388
service,No data,298372061,24.9334294,60.1657371
service,No data,298372064,24.9326421,60.166218
residential,30,7702074840,24.9336949,60.1658303
residential,30,7702074843,24.9333066,60.165694
service,No data,4524927399,24.93256,60.1662559
footway,No data,7702130658,24.9325174,60.1661718
footway,No data,301360194,24.9313151,60.1658088
tertiary,30,7687750041,24.9316022,60.1655129
footway,No data,298372071,24.9326054,60.1662717
residential,30,7687750052,24.933135,60.1664608
footway,No data,301360155,24.93236,60.1662536
footway,No data,301360145,24.9308307,60.1664762
tertiary,30,8856802602,24.9339864,60.1664947
residential,30,1377211667,24.9337346,60.1666759
footway,No data,298373727,24.9336512,60.166645
footway,No data,298373729,24.9338029,60.1666254
footway,No data,7687750057,24.9334647,60.166508
residential,30,7702074833,24.9340603,60.1659586
footway,No data,298372989,24.9345727,60.1660697
footway,No data,7699177469,24.9345398,60.1660027
footway,No data,7676757039,24.9348051,60.1661523
residential,30,8856704555,24.9350234,60.1662929
footway,No data,8856704592,24.9366626,60.1669345
footway,No data,310042886,24.9367535,60.1668867
footway,No data,8856831429,24.936606,60.1669942
footway,No data,5047535974,24.9379967,60.1672578
footway,No data,298372997,24.9368962,60.166877
footway,No data,7676879069,24.9375993,60.1661244
footway,No data,299968946,24.9378376,60.1662095
footway,No data,299968465,24.9378178,60.1661296
footway,No data,7676879071,24.9377301,60.1661923
residential,30,7676890497,24.9370688,60.1667553
residential,30,7702130668,24.9333128,60.1665242
tertiary,30,298373896,24.9336518,60.166737
tertiary,30,9554399751,24.9333731,60.16693
footway,No data,298373925,24.9324464,60.1674537
tertiary,30,1371750094,24.9325536,60.1674849
primary,30,7676879065,24.9376107,60.1660575
residential,30,1377211666,24.9379056,60.1661604
service,No data,299968475,24.9385788,60.1664534
service,No data,1377208998,24.9386405,60.166412
footway,No data,299968477,24.939453,60.1667631
service,No data,5307121094,24.9394198,60.1667915
footway,No data,7676879022,24.9357411,60.1654825
footway,No data,7676757070,24.935536,60.1654844
footway,No data,311746601,24.9356791,60.1653846
footway,No data,299968943,24.9354194,60.1653708
tertiary,30,7676757064,24.9352044,60.1656191
footway,No data,7695105607,24.9352191,60.1653005
footway,No data,7699183111,24.9352717,60.1654769
footway,No data,313987272,24.925023,60.1613794
footway,No data,1372318830,24.9246004,60.1616819
footway,No data,299973742,24.9284264,60.1628983
secondary,30,6837885725,24.9280865,60.163149
footway,No data,6837885722,24.9276435,60.1626275
residential,30,3205178789,24.9277821,60.1637553
footway,No data,3205178783,24.9278401,60.1637115
footway,No data,300020623,24.933003,60.1645235
tertiary,30,1377610493,24.933074,60.1644717
footway,No data,319797348,24.9284671,60.1681529
footway,No data,3205997635,24.9305318,60.1666026
footway,No data,1724857177,24.9299617,60.1665668
footway,No data,7699019887,24.9301708,60.1666083
footway,No data,2037356634,24.9308115,60.1664217
residential,30,56113314,24.9306919,60.1664916
footway,No data,301360158,24.9322698,60.1661526
residential,30,1372441189,24.932452,60.166218
residential,30,569742461,24.9317431,60.1663431
residential,30,7702130648,24.9315824,60.165905
footway,No data,7687750048,24.932276,60.1660863
footway,No data,301360190,24.9311614,60.1658218
footway,No data,2154078763,24.9306204,60.1663105
footway,No data,301360877,24.9326652,60.1675161
footway,No data,7701447295,24.9328339,60.1673987
footway,No data,7701447285,24.9336261,60.1676988
residential,30,7701337664,24.9338253,60.1676456
footway,No data,1651494816,24.9323266,60.1677592
footway,No data,301362087,24.9324494,60.1675546
residential,30,301360890,24.9338426,60.1676331
residential,30,3216400389,24.9339332,60.1675668
service,No data,3216400394,24.9339199,60.1676616
footway,No data,644600029,24.9341123,60.1677326
footway,No data,301361066,24.9345349,60.1676506
footway,No data,301361067,24.9347352,60.1675112
unclassified,30,6339908459,24.9331664,60.1687567
footway,No data,3187253561,24.9303395,60.168809
footway,No data,301362075,24.9313568,60.1673865
footway,No data,1934490993,24.9313938,60.1674509
footway,No data,846597961,24.9312471,60.1675963
footway,No data,804644212,24.9314922,60.168062
footway,No data,301362088,24.9316963,60.1680838
residential,30,1651494815,24.9322175,60.1677224
residential,30,1371748756,24.9315415,60.1681888
unclassified,30,1371751516,24.9310317,60.1675426
pedestrian,No data,7694322994,24.926692,60.1691273
footway,No data,10086834367,24.9322245,60.1696012
steps,No data,6361390262,24.934596,60.1704238
steps,No data,981913174,24.9283198,60.1665348
footway,No data,1526960819,24.9297257,60.1664881
footway,No data,7699019917,24.9285661,60.16682
living_street,No data,7699019927,24.9274767,60.1671538
footway,No data,7690652159,24.9270013,60.1670283
living_street,No data,7690652166,24.9271395,60.1670587
footway,No data,7690652150,24.9266219,60.1670765
footway,No data,1371748754,24.9313428,60.1680872
residential,30,8856704588,24.9365018,60.1668002
cycleway,No data,310148889,24.9393326,60.1650484
footway,No data,7631766088,24.9396311,60.1648334
cycleway,No data,1007824446,24.9395716,60.165131
footway,No data,9561954668,24.9401487,60.1646533
cycleway,No data,7631477451,24.9390886,60.165136
tertiary,30,2195109748,24.9386239,60.1648839
footway,No data,1007824779,24.939411,60.1652493
tertiary,30,2195109761,24.9404777,60.1655307
footway,No data,6837885714,24.926051,60.1625553
residential,30,6837885715,24.9259569,60.1625223
cycleway,No data,311042174,24.9230031,60.1628957
pedestrian,No data,7699431231,24.923796,60.1631626
cycleway,No data,311509904,24.9274579,60.1612738
footway,No data,311043719,24.9293622,60.1619068
footway,No data,311086606,24.942673,60.1652214
footway,No data,311086401,24.9416509,60.1658514
tertiary,30,2195109765,24.9407682,60.1656322
footway,No data,6497762828,24.9416185,60.1658401
footway,No data,7668883887,24.9424512,60.1654836
footway,No data,311509908,24.9273628,60.1613423
cycleway,No data,3679363267,24.9268633,60.1610689
primary,30,1372318826,24.9253976,60.1611196
footway,No data,311510898,24.9214815,60.1648237
footway,No data,313984197,24.9370225,60.164414
primary,30,7695105593,24.9345957,60.1650098
footway,No data,311747899,24.9350331,60.1682343
footway,No data,7694935781,24.9332196,60.1645987
footway,No data,7694935779,24.9328135,60.164756
footway,No data,313984211,24.933167,60.1645039
footway,No data,7690661313,24.9328231,60.1644599
steps,No data,7690696519,24.9327524,60.1646057
steps,No data,312271847,24.9331384,60.1670033
tertiary,40,313937382,24.9213964,60.1636241
service,No data,318468417,24.9210489,60.1635759
cycleway,No data,1519889249,24.92086,60.1635075
tertiary,30,313959344,24.9374538,60.1694606
tertiary,30,659998486,24.9350379,60.1686809
tertiary,30,313963185,24.9346652,60.1685078
unclassified,30,6339908461,24.9323458,60.1684759
tertiary,30,537519882,24.9374116,60.1644598
footway,No data,1007824762,24.9371042,60.1644425
footway,No data,9195348968,24.9372764,60.164323
footway,No data,9195348964,24.9369602,60.1642186
footway,No data,1007824561,24.9367974,60.1643371
tertiary,30,7631663001,24.9362131,60.164044
cycleway,No data,6518255471,24.9347154,60.1634383
footway,No data,7629116282,24.9352491,60.1630054
footway,No data,6518255472,24.9345632,60.1635513
tertiary,30,7631663005,24.9352424,60.1637039
footway,No data,313984207,24.9345164,60.1635353
footway,No data,319942038,24.9344175,60.1636054
primary,30,319938387,24.9325857,60.1642993
cycleway,No data,6518255473,24.9342734,60.1634501
footway,No data,6518255474,24.9344322,60.1633355
tertiary,30,337786164,24.9341502,60.1633221
footway,No data,9378865945,24.926137,60.1606684
footway,No data,1005744116,24.9251169,60.160835
cycleway,No data,9697824217,24.9210675,60.1628029
cycleway,No data,6555239719,24.9215372,60.1628441
footway,No data,315385124,24.9380347,60.1636002
tertiary,30,7884270180,24.9376548,60.1638744
footway,No data,7690617896,24.9290911,60.1641362
residential,30,7868546256,24.9296648,60.1638942
footway,No data,316411347,24.9408999,60.1664046
footway,No data,1377247105,24.9262324,60.1642831
cycleway,No data,316631102,24.9253087,60.1647972
cycleway,No data,526728825,24.9254275,60.1648382
footway,No data,318466947,24.9285521,60.1660636
footway,No data,2484789050,24.9285851,60.1660379
cycleway,No data,2484774547,24.9274026,60.1657255
service,No data,568147264,24.9214018,60.1635887
primary,40,1372425713,24.9210628,60.1635162
footway,No data,319522957,24.9404085,60.1655905
service,No data,319528423,24.9409858,60.1672268
service,No data,319528424,24.9409247,60.1672694
service,No data,8776553623,24.9223773,60.1669296
footway,No data,319795913,24.9289033,60.1676347
service,No data,319795919,24.92893,60.1676861
footway,No data,7699019949,24.9291896,60.1675969
residential,30,11150189765,24.9286336,60.1677254
residential,30,7699019948,24.929217,60.1676484
steps,No data,7908376921,24.9402381,60.1645888
service,No data,319827847,24.9338617,60.1639011
service,No data,7646006165,24.9331391,60.1636489
footway,No data,7646006162,24.9338859,60.1636327
footway,No data,433724991,24.9310772,60.1694953
secondary,30,2484729991,24.9254098,60.1650416
footway,No data,1382297468,24.9241426,60.1659557
footway,No data,1382297459,24.9253968,60.1657859
primary,40,2399857223,24.9212632,60.1669002
footway,No data,10049609413,24.9214713,60.1667964
footway,No data,433724995,24.9304915,60.169286
steps,No data,7676879053,24.9369569,60.1659025
primary,30,7690661299,24.9324525,60.1642521
footway,No data,319938943,24.932122,60.1641348
primary,30,3214962733,24.9316595,60.1639707
footway,No data,7699019930,24.9275463,60.167282
steps,No data,7690715768,24.927304,60.1673559
footway,No data,7698602835,24.9340123,60.1638971
footway,No data,7631477480,24.9380277,60.1647676
footway,No data,7699579674,24.9375803,60.1672492
footway,No data,1405825505,24.921707,60.1647845
cycleway,No data,321383389,24.9335767,60.1630371
cycleway,No data,337786130,24.9337687,60.1631022
service,No data,25282064,24.9208427,60.1636054
tertiary,30,1861896877,24.9273905,60.1655195
footway,No data,719891439,24.9232983,60.1621274
service,No data,7169794599,24.9327592,60.1632144
cycleway,No data,337786142,24.9340482,60.1631968
service,No data,337786153,24.9336906,60.1631619
cycleway,No data,337786168,24.9342346,60.1632651
tertiary,30,1007824554,24.9332316,60.1630021
cycleway,No data,7646215190,24.9343107,60.1632922
steps,No data,9195348972,24.9382192,60.1646569
footway,No data,347376695,24.9353465,60.1636638
cycleway,No data,347376700,24.9354123,60.16369
cycleway,No data,7629116278,24.9355502,60.1637389
service,30,368326806,24.9271657,60.1656995
service,30,1861896888,24.9272079,60.1656381
steps,No data,9327554277,24.9313418,60.1693024
footway,No data,8251160521,24.9314972,60.1693532
service,No data,434103405,24.9391092,60.1670053
service,No data,5307121088,24.9386346,60.1669019
footway,No data,434407217,24.9265351,60.1620992
footway,No data,3204456586,24.9270008,60.1616628
footway,No data,434407222,24.9263519,60.1621321
footway,No data,434407227,24.9265577,60.1621804
residential,30,434407223,24.9263765,60.1622185
footway,No data,6837885717,24.9268687,60.1623579
residential,30,6837885718,24.926935,60.1623098
footway,No data,434558043,24.9230831,60.1646249
service,No data,719891484,24.9229627,60.164563
residential,30,526728816,24.9235205,60.1643017
cycleway,No data,1783126212,24.922868,60.1646531
secondary,30,447915080,24.9301098,60.1702557
service,No data,506361711,24.9324231,60.1691927
service,No data,506361713,24.9323349,60.1691622
service,No data,506361714,24.9322475,60.1691331
service,No data,506361716,24.9321583,60.169103
service,No data,506361717,24.9320686,60.1690732
service,No data,506361718,24.9319823,60.1690443
service,No data,506361719,24.9318967,60.1690154
service,No data,506361720,24.9318111,60.1689866
service,No data,506361721,24.9317248,60.1689575
service,No data,506361722,24.9316396,60.1689287
service,No data,506361723,24.931553,60.1688995
service,No data,506361724,24.9314672,60.1688706
service,No data,506361725,24.931381,60.1688415
service,No data,506361726,24.9312953,60.1688126
service,No data,506361727,24.9312095,60.1687837
service,No data,506361729,24.9310364,60.1687269
footway,No data,7694551506,24.9371895,60.1687382
residential,30,526728805,24.9234695,60.164199
footway,No data,526728808,24.9236909,60.1641774
residential,30,10695632364,24.9241104,60.1638718
cycleway,No data,1011525866,24.9232817,60.1647289
secondary,30,247324818,24.9224773,60.1621586
tertiary,30,7884134654,24.9376777,60.1645538
service,No data,7908131201,24.9375035,60.1644034
cycleway,No data,537519885,24.9375869,60.1646147
cycleway,No data,7631477477,24.9375404,60.1645981
cycleway,No data,537519902,24.9421174,60.1661859
cycleway,No data,7628444159,24.9419685,60.1661371
footway,No data,537519906,24.942712,60.1663954
cycleway,No data,7628444149,24.9426558,60.1663756
service,No data,7628444147,24.9427996,60.1663364
footway,No data,569742432,24.9309423,60.166781
footway,No data,7702047081,24.9309752,60.1668434
service,No data,9580439971,24.9308742,60.1667913
service,No data,569742460,24.931771,60.1663963
footway,No data,7698744389,24.935346,60.1686319
footway,No data,7687786255,24.9350914,60.1685359
footway,No data,2260404116,24.9351093,60.1686299
footway,No data,10086500367,24.9316028,60.1677716
service,No data,8129130587,24.9223832,60.1646175
residential,30,724233172,24.9300408,60.1664826
tertiary,30,1526055831,24.9302348,60.1664318
residential,30,724233143,24.9299256,60.1664705
cycleway,No data,9697839418,24.9213248,60.1626191
cycleway,No data,760001859,24.9209295,60.1633043
tertiary,30,2037356632,24.9307012,60.1664286
footway,No data,3205997633,24.9306089,60.1665891
tertiary,30,1372441192,24.9302765,60.1665004
tertiary,30,3205236838,24.9304439,60.1675786
tertiary,30,10651645575,24.9307397,60.16752
tertiary,30,6343007823,24.9282919,60.168893
tertiary,30,1371751515,24.9312369,60.1675167
footway,No data,1526055832,24.9290973,60.1664317
cycleway,No data,1001543865,24.9337319,60.1716896
steps,No data,1783126404,24.934187,60.1717396
steps,No data,9378865933,24.9250296,60.1607694
cycleway,No data,7628509306,24.9402337,60.1653601
footway,No data,1007824825,24.9333146,60.1629429
cycleway,No data,7631662993,24.9366999,60.1643034
cycleway,No data,7645919036,24.9334165,60.1629795
footway,No data,3206007867,24.9300143,60.1633881
unclassified,30,2484729990,24.9254728,60.1649924
secondary,30,3204482139,24.9255662,60.1649237
cycleway,30,3205236761,24.9259318,60.1657679
cycleway,No data,1011415132,24.937114,60.1642671
cycleway,No data,9195348966,24.9372401,60.1643102
service,No data,1405825508,24.9220519,60.1648161
cycleway,No data,1019881026,24.9232805,60.1670263
footway,No data,1783126222,24.9231658,60.1654674
footway,No data,1378064354,24.9279562,60.1678177
residential,30,5603170620,24.9250212,60.1682189
steps,No data,8251160520,24.9312903,60.1696471
footway,No data,1037119396,24.9360638,60.1707544
pedestrian,No data,9327554260,24.935023,60.1704934
footway,No data,6339908472,24.9340926,60.1680851
pedestrian,No data,6052006129,24.9329906,60.1698169
pedestrian,No data,9327554279,24.9323195,60.1696339
pedestrian,No data,8251160522,24.9317984,60.1694546
service,No data,7608623716,24.9315361,60.1650037
residential,30,7615431053,24.9310509,60.1648996
pedestrian,No data,10086834362,24.9337551,60.1700765
pedestrian,No data,8075562083,24.9339679,60.1702125
pedestrian,No data,9327554272,24.9341356,60.1700703
residential,30,319604907,24.9360607,60.1690577
primary,30,311043714,24.9295792,60.161975
primary,30,2390968896,24.9285725,60.1627948
residential,30,10695632363,24.9241489,60.1638448
tertiary,30,1372376963,24.9264324,60.1653721
residential,30,2484761182,24.9264828,60.1654724
service,No data,25216594,24.9210566,60.1647939
footway,No data,8129130580,24.9227094,60.1649319
footway,No data,1405825501,24.9224076,60.1648487
secondary,30,1861896796,24.9255718,60.1650119
footway,No data,3205997630,24.9303158,60.1665674
tertiary,30,7699019889,24.930095,60.1664859
steps,No data,7849084898,24.9347754,60.1655733
footway,No data,1377247109,24.9260288,60.1644235
footway,No data,1377247110,24.9261424,60.1644641
footway,No data,6339908477,24.9332785,60.1678035
residential,30,1378064353,24.9303389,60.1675117
residential,30,7699019962,24.9300548,60.1675428
service,No data,7699019975,24.9305654,60.167482
residential,30,4418311108,24.9283146,60.1677687
residential,30,3204603479,24.9274768,60.1678832
footway,No data,7698729479,24.9362478,60.1688438
footway,No data,7687786290,24.9365135,60.1688306
service,No data,1382297447,24.9259258,60.1655829
service,No data,1382297455,24.9247674,60.1657391
service,No data,4847656550,24.9219775,60.1657872
service,No data,8671723464,24.9215395,60.166454
service,No data,4847656556,24.9221871,60.1667317
service,No data,8753369343,24.9220803,60.1667131
service,No data,7669581434,24.9224613,60.1664468
service,No data,1382316772,24.9219549,60.1668358
service,No data,7669581433,24.9219621,60.1669086
service,No data,8671723463,24.9220253,60.167188
service,No data,7669669021,24.9226659,60.1671755
service,No data,1382316827,24.9226711,60.1672272
footway,No data,8776553621,24.9227885,60.1671758
service,No data,7669669022,24.9221406,60.1673404
service,No data,1382316853,24.9220255,60.1673419
steps,No data,7169099580,24.9316589,60.1632327
steps,No data,7628444165,24.9430009,60.1663282
cycleway,No data,8129130585,24.9225908,60.1645991
cycleway,No data,3676919275,24.9220824,60.1635704
pedestrian,No data,7694544827,24.9248037,60.1684273
footway,No data,3238772798,24.9345571,60.1719889
footway,No data,3676919264,24.9231147,60.1626773
footway,No data,1861896818,24.9266077,60.1652549
footway,No data,7116634714,24.9267538,60.1652697
tertiary,30,2484774534,24.9275489,60.1656107
steps,No data,7872065415,24.9320711,60.1660124
cycleway,No data,2195102681,24.935322,60.1636553
steps,No data,9195348961,24.9365507,60.1640888
footway,No data,9195348973,24.9387626,60.1648494
cycleway,No data,2195109745,24.9387062,60.1648294
service,No data,4405208422,24.9390663,60.1645765
tertiary,30,7631477464,24.9384756,60.1648322
cycleway,No data,2195109759,24.9405631,60.165474
cycleway,No data,7628444178,24.9408145,60.1655611
steps,No data,7628444179,24.9408932,60.1655884
cycleway,No data,2195109764,24.9408501,60.1655734
footway,No data,7628444173,24.9422232,60.166059
footway,No data,7628444175,24.9423443,60.1661028
footway,No data,7628444172,24.9425121,60.1661614
steps,No data,7628444168,24.9426849,60.1662204
footway,No data,7628444170,24.9427585,60.1662454
footway,No data,7628444171,24.9427971,60.1662586
tertiary,30,8077484702,24.9358208,60.1688938
footway,No data,2390968901,24.9286033,60.1628933
footway,No data,2399857222,24.9213455,60.1668837
cycleway,No data,6555239729,24.9224861,60.1627738
footway,No data,7701311938,24.9228365,60.1630156
footway,No data,2427185281,24.9228108,60.163885
footway,No data,7701311953,24.9226596,60.163557
steps,No data,7699349698,24.9230208,60.1639341
footway,No data,2427625519,24.935919,60.1691979
footway,No data,10769233452,24.9360426,60.1692387
cycleway,No data,2484761180,24.9263705,60.1654317
residential,30,314929251,24.9263165,60.1653342
tertiary,30,2484789047,24.9286591,60.1659875
footway,No data,2484774544,24.9274718,60.1656717
service,No data,7702130649,24.9316525,60.1658616
footway,No data,3213993836,24.9314105,60.1686416
pedestrian,No data,9327554270,24.9342329,60.1699037
service,No data,3204456612,24.9287589,60.1628798
service,No data,7648599735,24.9294512,60.1627485
service,No data,3204456617,24.9287088,60.1629303
service,No data,3205178761,24.9286662,60.1632215
service,No data,3205178763,24.9287633,60.1632277
service,No data,7690911486,24.9283095,60.1633882
footway,No data,7690635362,24.9288951,60.1631232
service,No data,3205178770,24.9292731,60.1634693
service,No data,6837885815,24.9289542,60.1636949
service,No data,7690617899,24.9281252,60.1635128
residential,30,7653197753,24.9280038,60.163832
service,No data,3205236791,24.9264565,60.1669869
service,No data,3205236793,24.9265741,60.1670288
footway,No data,7699019981,24.9306632,60.1674693
footway,No data,7699019982,24.9306795,60.1674857
cycleway,No data,7699019888,24.9301598,60.1665857
service,No data,3206007863,24.9298357,60.1633257
service,No data,7648599736,24.9299903,60.1629294
footway,No data,7690635367,24.9304084,60.163602
residential,30,3214939935,24.9304799,60.1646974
residential,30,7615431042,24.9305437,60.16472
residential,30,7632022993,24.9298982,60.1644915
footway,No data,7608623734,24.9298253,60.1645406
service,No data,7608623736,24.9302941,60.1648223
steps,No data,7608117695,24.9311906,60.1648813
primary,30,7690635377,24.9314158,60.1638842
service,No data,3214962735,24.9315877,60.164021
footway,No data,7690635383,24.9315086,60.1639929
footway,No data,7690661285,24.9316318,60.1640367
service,No data,3214962738,24.9315157,60.1640715
steps,No data,7608623721,24.9322322,60.1649765
footway,No data,3215613553,24.9302173,60.1683538
service,No data,7701337659,24.9338802,60.167514
steps,No data,3226782831,24.9314165,60.1686446
steps,No data,3226782839,24.9315008,60.1686739
footway,No data,3226782840,24.9313355,60.1686774
steps,No data,3226782845,24.931483,60.1687277
service,No data,3227176324,24.9351409,60.1662687
footway,No data,7676757037,24.9352568,60.1663089
service,No data,3227176325,24.9350793,60.1663115
residential,30,7676757030,24.9357624,60.1665461
footway,No data,3227200762,24.9348009,60.1658151
footway,No data,7699177484,24.9349207,60.165729
footway,No data,7699177472,24.9347264,60.1658686
service,No data,3227200764,24.9348936,60.1658386
service,No data,7699177474,24.9347629,60.165809
tertiary,30,7676757047,24.9347331,60.1659554
service,No data,3227951599,24.9411575,60.1672858
service,No data,3228706312,24.9399384,60.1672848
footway,No data,8874984259,24.9397871,60.1673923
footway,No data,9623103442,24.9378034,60.1645097
footway,No data,7702130653,24.9319424,60.1659661
service,No data,3632771658,24.9335088,60.1654511
service,No data,7699177455,24.9335234,60.1654403
service,No data,7698539433,24.9332818,60.165618
footway,No data,3632905501,24.9326804,60.1648496
service,No data,7695105596,24.9325863,60.1648186
service,No data,7694935768,24.9329926,60.1649569
cycleway,No data,6547958199,24.9221218,60.163063
cycleway,No data,9378865919,24.9266221,60.1609839
footway,No data,9378862810,24.9268418,60.1606623
footway,No data,9697926044,24.9211727,60.1627278
corridor,No data,4156819006,24.92967,60.1631526
corridor,No data,4156819008,24.9291548,60.162975
corridor,No data,4156818996,24.9294979,60.1630017
corridor,No data,4156818995,24.9292355,60.1629123
corridor,No data,4156819007,24.9294155,60.1630628
footway,No data,4156818997,24.9297556,60.1630912
service,No data,7892501737,24.9392186,60.1647027
service,No data,5810526576,24.9282862,60.1677169
service,No data,4524911341,24.9329382,60.1656313
footway,No data,7702074846,24.9327754,60.1655735
service,No data,4524911342,24.9330048,60.165588
residential,30,7698539437,24.9332197,60.1656635
service,No data,11150208494,24.9296974,60.1684762
footway,No data,5204428129,24.9304122,60.1687153
service,No data,5307121090,24.9382402,60.1667578
service,No data,5307121092,24.9385279,60.1664889
steps,No data,7669669020,24.9224462,60.1673755
service,No data,8671723462,24.9223819,60.1674991
service,No data,5810511572,24.924992,60.1681612
service,No data,5809140020,24.9231197,60.1634308
service,No data,7699431202,24.9231616,60.1634433
service,No data,7699349721,24.9228031,60.1633566
service,No data,5809140023,24.9240571,60.1635215
service,No data,7699431205,24.9232987,60.1634844
service,No data,7699349716,24.9240314,60.1635129
service,No data,7699349718,24.9237864,60.1634311
